,eg:date,eg:indicator,eg:note,eg:value
1047,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,230
1048,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.01
1049,2013-07-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,12
1050,2013-07-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,8
1051,2013-07-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,135.2
1052,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,280
1053,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.1
1054,2013-07-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,21
1055,2013-07-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,18
1056,2013-07-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,135.8
1057,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,320
1058,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.1
1059,2013-07-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,19
1060,2013-07-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,16
1061,2013-07-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,Radiometer Reading
1062,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,mJ Dose
1063,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,Dilution
1064,2013-07-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,Plate 1
1065,2013-07-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,Plate 2
1066,2013-07-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0
1067,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0
1068,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.000001
1069,2013-07-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,54
1070,2013-07-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,50
1071,2013-07-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.14
1072,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,80
1073,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.0001
1074,2013-07-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,108
1075,2013-07-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,112
1076,2013-07-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.1395
1077,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,130
1078,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.01
1079,2013-07-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.1393
1080,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,180
1081,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.01
1082,2013-07-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,90
1083,2013-07-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,85
1084,2013-07-09T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.1398
1085,2013-07-09T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,230
1086,2013-07-09T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,0.01
1087,2013-07-09T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,101
1088,2013-07-09T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5cb 5 day incubation (* 6/18/13 prep) Bioworld   3/28/13 B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep) held for 24 hrs 4C,113
1089,2013-03-28T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0
1090,2013-03-28T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0
1091,2013-03-28T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.000001
1092,2013-03-28T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,49
1093,2013-03-28T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,61
1094,2013-03-28T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.1371
1095,2013-03-28T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,80
1096,2013-03-28T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.00001
1097,2013-03-28T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,68
1098,2013-03-28T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,73
1099,2013-03-28T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.1365
1100,2013-03-28T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,130
1101,2013-03-28T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.0001
1102,2013-03-28T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,51
1103,2013-03-28T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,55
1104,2013-03-28T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.1364
1105,2013-03-28T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,180
1106,2013-03-28T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.01
1107,2013-03-28T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,275
1108,2013-03-28T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,246
1109,2013-03-28T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.1373
1110,2013-03-28T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,230
1111,2013-03-28T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,0.01
1112,2013-03-28T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,112
1113,2013-03-28T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)held for 24 hrs 4C,105
1114,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0
1115,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0
1116,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.000001
1117,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,80
1118,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,91
1119,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.1396
1120,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,80
1121,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.0001
1122,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,100
1123,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,124
1124,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.1395
1125,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,130
1126,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.001
1127,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,40
1128,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,32
1129,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.139
1130,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,180
1131,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.01
1132,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,52
1133,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,46
1134,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.1381
1135,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,230
1136,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,0.1
1137,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,40
1138,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in .5 Columbia broth media 5 day incubation (*3-20-2013 prep)* held for 24hr 4C,47
1139,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0
1140,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0
1141,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.000001
1142,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,61
1143,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,50
1144,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.1386
1145,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,80
1146,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.00001
1147,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,38
1148,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,35
1149,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.1384
1150,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,130
1151,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.0001
1152,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,27
1153,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,28
1154,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.1381
1155,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,180
1156,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.01
1157,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,164
1158,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,192
1159,2013-04-02T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.1381
1160,2013-04-02T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,230
1161,2013-04-02T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,0.01
1162,2013-04-02T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,17
1163,2013-04-02T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*3-20-13 prep)* held for 24 hrs 4C,13
1164,2013-04-04T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013prep)* held for 24 hrs 4C,0
1165,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013prep)* held for 24 hrs 4C,0
1166,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013prep)* held for 24 hrs 4C,0.0000001
1167,2013-04-04T00:00:00,Plate 1,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013prep)* held for 24 hrs 4C,25
1168,2013-04-04T00:00:00,Plate 2,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013prep)* held for 24 hrs 4C,19
1169,2013-04-04T00:00:00,Radiometer Reading,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013prep)* held for 24 hrs 4C,0.14
1170,2013-04-04T00:00:00,mJ Dose,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013prep)* held for 24 hrs 4C,80
1171,2013-04-04T00:00:00,Dilution,B. pumilus - MESA Strain .1mM MNSO4 grown in Generic Spore media  5 day incubation (*4-1-2013prep)* held for 24 hrs 4C,0.0001
